Date,Day,Hour,Station,lat,long,Pollutant,Concentration,AQI
 2017-05-01,Mon,16,Amsterdam-Vondelpark,52.359864,4.866185,PM10,7.4,1
 2017-05-01,Mon,16,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.29,1
 2017-05-01,Mon,16,Amsterdam-Vondelpark,52.359864,4.866185,O3,81.5,6
 2017-05-01,Mon,16,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.5,1
 2017-05-01,Mon,16,Amsterdam-Vondelpark,52.359864,4.866185,CO,89.6,1
 2017-05-01,Mon,17,Amsterdam-Vondelpark,52.359864,4.866185,O3,85.1,6
 2017-05-01,Mon,17,Amsterdam-Vondelpark,52.359864,4.866185,PM25,2.1,1
 2017-05-01,Mon,17,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.24,1
 2017-05-01,Mon,17,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.6,1
 2017-05-01,Mon,17,Amsterdam-Vondelpark,52.359864,4.866185,CO,77.9,1
 2017-05-01,Mon,17,Amsterdam-Vondelpark,52.359864,4.866185,PM10,5.9,1
 2017-05-01,Mon,17,Amsterdam-Vondelpark,52.359864,4.866185,NO2,8.4,1
 2017-05-01,Mon,18,Amsterdam-Vondelpark,52.359864,4.866185,O3,81.7,6
 2017-05-01,Mon,18,Amsterdam-Vondelpark,52.359864,4.866185,PM25,3.2,1
 2017-05-01,Mon,18,Amsterdam-Vondelpark,52.359864,4.866185,FN,0.24,1
 2017-05-01,Mon,18,Amsterdam-Vondelpark,52.359864,4.866185,NO,0.6,1
 2017-05-01,Mon,18,Amsterdam-Vondelpark,52.359864,4.866185,CO,91.4,1
 2017-05-01,Mon,18,Amsterdam-Vondelpark,52.359864,4.866185,PM10,3.7,1
 2017-05-01,Mon,18,Amsterdam-Vondelpark,52.359864,4.866185,NO2,8.8,1
 2017-05-01,Mon,19,Amsterdam-Vondelpark,52.359864,4.866185,O3,74.5,5
 2017-05-01,Mon,19,Amsterdam-Vondelpark,52.359864,4.866185,NO2,13.1,2
 2017-05-01,Mon,19,Amsterdam-Vondelpark,52.359864,4.866185,PM25,5,1
 2017-05-01,Mon,19,Amsterdam-Vondelpark,52.359864,4.866185,PM10,5.6,1
